ID,Name,DraftKings_Position,DraftKings_ADP,DraftKings_Team,Mapped Name,ESPN_Rank,ESPN_Positional_Rank,Team,ESPN_Salary_Cap_Value,Bye Week
976658,Racey McMath,WR,,DAL,Racey McMath,,,,,
946101,Tony Jones Jr.,RB,,ARI,Tony Jones Jr.,,,,,
472623,James Winchester,TE,,KC,James Winchester,,,,,
1226343,Rakim Jarrett,WR,,TB,Rakim Jarrett,,,,,
883314,Dan Chisena,WR,,ARI,Dan Chisena,,,,,
1128981,Jashaun Corbin,RB,,NYG,Jashaun Corbin,,,,,
1068822,Travis Vokolek,TE,,ARI,Travis Vokolek,,,,,
975028,Malik Davis,RB,,DAL,Malik Davis,,,,,
599113,Taylor Heinicke,QB,,ATL,Taylor Heinicke,,,,,
1069763,Stetson Bennett,QB,,LAR,Stetson Bennett,,,,,
913163,Tyler Huntley,QB,,CLE,Tyler Huntley,,,,,
1128116,Dorian Thompson-Robinson,QB,,CLE,Dorian Thompson-Robinson,,,,,
910766,Anthony Brown Jr.,QB,,LV,Anthony Brown Jr.,,,,,
732107,Logan Woodside,QB,,CIN,Logan Woodside,,,,,
911619,Shane Buechele,QB,,BUF,Shane Buechele,,,,,
866216,Brett Rypien,QB,,CHI,Brett Rypien,,,,,
836347,John Wolford,QB,,TB,John Wolford,,,,,
879277,Ben DiNucci,QB,,FA,Ben DiNucci,,,,,
1060671,Tommy DeVito,QB,,NYG,Tommy DeVito,,,,,
1444140,Tyson Bagent,QB,,CHI,Tyson Bagent,,,,,
1049250,Terrell Bynum,WR,,LV,Terrell Bynum,,,,,
884014,Damien Harris,RB,,FA,Damien Harris,,,,,
1227717,DeWayne McBride,RB,,MIN,DeWayne McBride,,,,,
822644,Richie James Jr.,WR,,FA,Richie James Jr.,,,,,
609496,Allen Robinson II,WR,,NYG,Allen Robinson II,,,,,
943841,James Robinson,RB,,NO,James Robinson,,,,,
461620,Marvin Jones Jr.,WR,,FA,Marvin Jones Jr.,,,,,
732121,Corey Davis,WR,,FA,Corey Davis,,,,,
380960,Ryan Tannehill,QB,,FA,Ryan Tannehill,,,,,
878371,Joshua Kelley,RB,,FA,Joshua Kelley,,,,,
823040,Isaiah McKenzie,WR,,NYG,Isaiah McKenzie,,,,,
749635,Boston Scott,RB,,LAR,Boston Scott,,,,,
1056950,Deon Jackson,RB,,FA,Deon Jackson,,,,,
1161729,Tyrion Davis-Price,RB,,FA,Tyrion Davis-Price,,,,,
338280,Case Keenum,QB,,HOU,Case Keenum,,,,,
1161190,Kevin Harris,RB,,NE,Kevin Harris,,,,,
1107595,Zack Kuntz,TE,,NYJ,Zack Kuntz,,,,,
1058090,Bailey Zappe,QB,,NE,Bailey Zappe,,,,,
1130230,Hassan Haskins,RB,,TEN,Hassan Haskins,,,,,
835861,Trent Sherfield Sr.,WR,,MIN,Trent Sherfield Sr.,,,,,
1131204,Jaren Hall,QB,,MIN,Jaren Hall,,,,,
749164,PJ Walker,QB,,SEA,PJ Walker,,,,,
824177,Matt Sokol,TE,,PIT,Matt Sokol,,,,,
880294,Brycen Hopkins,TE,,FA,Brycen Hopkins,,,,,
978580,Amari Rodgers,WR,,FA,Amari Rodgers,,,,,
689689,Pharaoh Brown,TE,,SEA,Pharaoh Brown,,,,,
1079304,Troy Hairston,RB,,HOU,Troy Hairston,,,,,
752646,Jamal Agnew,WR,,FA,Jamal Agnew,,,,,
920944,Ben Skowronek,WR,,HOU,Ben Skowronek,,,,,
976323,Malik Willis,QB,,TEN,Malik Willis,,,,,
306296,Colt McCoy,QB,,FA,Colt McCoy,,,,,
322858,Andy Dalton,QB,,CAR,Andy Dalton,,,,,
886641,JaMycal Hasty,RB,,NE,JaMycal Hasty,,,,,
732147,O.J. Howard,TE,,FA,O.J. Howard,,,,,
608360,Robbie Chosen,WR,,FA,Robbie Chosen,,,,,
463393,Blaine Gabbert,QB,,FA,Blaine Gabbert,,,,,
976066,Jalen Reagor,WR,,NE,Jalen Reagor,,,,,
920560,Samori Toure,WR,,GB,Samori Toure,,,,,
1228586,Danny Gray,WR,,SF,Danny Gray,,,,,
507478,Marquise Goodwin,WR,,FA,Marquise Goodwin,,,,,
884567,Jalen Guyton,WR,,LV,Jalen Guyton,,,,,
1049254,Jake Haener,QB,,NO,Jake Haener,,,,,
1124338,Tyler Badie,RB,,DEN,Tyler Badie,,,,,
757521,KhaDarel Hodge,WR,,ATL,KhaDarel Hodge,,,,,
934331,Denzel Mims,WR,,JAX,Denzel Mims,,,,,
921454,Marquez Callaway,WR,,FA,Marquez Callaway,,,,,
922484,Travis Homer,RB,,CHI,Travis Homer,,,,,
881048,Tyree Jackson,TE,,NYG,Tyree Jackson,,,,,
865573,Foster Moreau,TE,,NO,Foster Moreau,,,,,
975829,Sam Ehlinger,QB,,IND,Sam Ehlinger,,,,,
403189,Nick Foles,QB,,FA,Nick Foles,,,,,
910406,Bryan Edwards,WR,,FA,Bryan Edwards,,,,,
592538,Jeff Driskel,QB,,WAS,Jeff Driskel,,,,,
1125846,Julius Chestnut,RB,,TEN,Julius Chestnut,,,,,
944038,John Bates,TE,,WAS,John Bates,,,,,
974627,Eno Benjamin,RB,,FA,Eno Benjamin,,,,,
866149,Josiah Deguara,TE,,JAX,Josiah Deguara,,,,,
822350,Kyle Allen,QB,,PIT,Kyle Allen,,,,,
264725,Brian Hoyer,QB,,FA,Brian Hoyer,,,,,
473742,John Brown,WR,,FA,John Brown,,,,,
746243,Marcus Kemp,WR,,FA,Marcus Kemp,,,,,
830686,Malik Turner,WR,,SF,Malik Turner,,,,,
975816,Jake Fromm,QB,,FA,Jake Fromm,,,,,
1068199,Braylon Sanders,WR,,MIA,Braylon Sanders,,,,,
911219,Seth Green,TE,,FA,Seth Green,,,,,
974916,Chase Garbers,QB,,FA,Chase Garbers,,,,,
962484,Ethan Fernea,WR,,IND,Ethan Fernea,,,,,
920057,Justin Rigg,TE,,FA,Justin Rigg,,,,,
1289220,Zaire Mitchell-Paden,TE,,CLE,Zaire Mitchell-Paden,,,,,
1130844,Gerrit Prince,TE,,FA,Gerrit Prince,,,,,
1165720,Derek Wright,WR,,FA,Derek Wright,,,,,
947634,Chris Oladokun,QB,,KC,Chris Oladokun,,,,,
1049792,Nick Muse,TE,,MIN,Nick Muse,,,,,
1166045,Nikola Kalinic,TE,,LAR,Nikola Kalinic,,,,,
1215308,Mason Kinsey,WR,,TEN,Mason Kinsey,,,,,
910567,Hunter Kampmoyer,TE,,FA,Hunter Kampmoyer,,,,,
1284057,Bernhard Seikovits,TE,,ARI,Bernhard Seikovits,,,,,
918238,Cade Johnson,WR,,FA,Cade Johnson,,,,,
1050233,Ben Mason,RB,,LAC,Ben Mason,,,,,
746301,David Wells,TE,,TB,David Wells,,,,,
742470,Corey Clement,RB,,FA,Corey Clement,,,,,
911027,Gerrid Doaks,RB,,FA,Gerrid Doaks,,,,,
850603,Vyncint Smith,WR,,FA,Vyncint Smith,,,,,
885029,Noah Togiai,TE,,FA,Noah Togiai,,,,,
838443,KeeSean Johnson,WR,,FA,KeeSean Johnson,,,,,
832473,Qadree Ollison,RB,,FA,Qadree Ollison,,,,,
1283807,Zach Davidson,TE,,BUF,Zach Davidson,,,,,
1057484,Cody White,WR,,SEA,Cody White,,,,,
914571,Jason Huntley,RB,,FA,Jason Huntley,,,,,
923834,Dez Fitzpatrick,WR,,PIT,Dez Fitzpatrick,,,,,
740692,Devon Allen,WR,,FA,Devon Allen,,,,,
1055267,Kyric McGowan,WR,,MIA,Kyric McGowan,,,,,
946619,Chase Allen,TE,,FA,Chase Allen,,,,,
1061999,Kennedy Brooks,RB,,FA,Kennedy Brooks,,,,,
1060299,Tucker Fisk,TE,,FA,Tucker Fisk,,,,,
694088,Mason Schreck,TE,,FA,Mason Schreck,,,,,
1120854,Seth Williams,WR,,JAX,Seth Williams,,,,,
866041,Ty'Son Williams,RB,,FA,Ty'Son Williams,,,,,
650974,Nathan Peterman,QB,,NO,Nathan Peterman,,,,,
828656,Nsimba Webster,WR,,CHI,Nsimba Webster,,,,,
821950,Jake Luton,QB,,FA,Jake Luton,,,,,
652520,Alex Erickson,WR,,FA,Alex Erickson,,,,,
881056,Tyler Mabry,TE,,SEA,Tyler Mabry,,,,,
914004,Jacob Eason,QB,,GB,Jacob Eason,,,,,
877244,Preston Williams,WR,,FA,Preston Williams,,,,,
832080,Chris Herndon,TE,,FA,Chris Herndon,,,,,
921965,Raleigh Webb,WR,,TB,Raleigh Webb,,,,,
1056747,Tim Jones,WR,,JAX,Tim Jones,,,,,
556483,Michael Burton,RB,,DEN,Michael Burton,,,,,
728021,Geoff Swaim,TE,,FA,Geoff Swaim,,,,,
946541,Luke Farrell,TE,,JAX,Luke Farrell,,,,,
563293,Chris Manhertz,TE,,NYG,Chris Manhertz,,,,,
877807,Ke'Shawn Vaughn,RB,,FA,Ke'Shawn Vaughn,,,,,
883307,Nick Bowers,TE,,FA,Nick Bowers,,,,,
1056660,Austin Trammell,WR,,JAX,Austin Trammell,,,,,
1161108,Dontario Drummond,WR,,FA,Dontario Drummond,,,,,
922039,Javon Wims,WR,,FA,Javon Wims,,,,,
835694,Patrick Laird,RB,,FA,Patrick Laird,,,,,
1284191,Nate McCrary,RB,,FA,Nate McCrary,,,,,
911712,C.J. Saunders,WR,,FA,C.J. Saunders,,,,,
1075002,Daylen Baldwin,WR,,FA,Daylen Baldwin,,,,,
1130582,John Hightower,WR,,FA,John Hightower,,,,,
1071823,Josh Ali,WR,,ATL,Josh Ali,,,,,
976973,Dalton Keene,TE,,HOU,Dalton Keene,,,,,
914308,Jake Funk,RB,,DET,Jake Funk,,,,,
1284247,Shane Zylstra,TE,,DET,Shane Zylstra,,,,,
558973,Keith Smith,RB,,FA,Keith Smith,,,,,
691784,C.J. Beathard,QB,,JAX,C.J. Beathard,,,,,
922040,Charlie Woerner,TE,,ATL,Charlie Woerner,,,,,
1066869,Trestan Ebner,RB,,FA,Trestan Ebner,,,,,
846264,Parker Hesse,TE,,DET,Parker Hesse,,,,,
911020,Sean McKeon,TE,,DET,Sean McKeon,,,,,
911985,Jack Stoll,TE,,NYG,Jack Stoll,,,,,
885540,Adam Prentice,RB,,NO,Adam Prentice,,,,,
820601,Jakob Johnson,RB,,FA,Jakob Johnson,,,,,
604908,Damiere Byrd,WR,,WAS,Damiere Byrd,,,,,
1123712,James Mitchell,TE,,DET,James Mitchell,,,,,
838415,Tre'Quan Smith,WR,,DET,Tre'Quan Smith,,,,,
910629,Dezmon Patmon,WR,,FA,Dezmon Patmon,,,,,
922092,Jordan Thomas,TE,,FA,Jordan Thomas,,,,,
1123999,Blake Watson,TE,,FA,Blake Watson,,,,,
1178561,De'Corian Clark,WR,,FA,De'Corian Clark,,,,,
1179244,Michael Wiley,RB,,WAS,Michael Wiley,,,,,
1125599,Drake Stoops,WR,,LAR,Drake Stoops,,,,,
1133151,Marshel Martin IV,TE,,FA,Marshel Martin IV,,,,,
1174184,Hayden Hatten,WR,,SEA,Hayden Hatten,,,,,
1289332,Konata Mumpfield,WR,,FA,Konata Mumpfield,,,,,
1136402,Sam Wiglusz,WR,,LAR,Sam Wiglusz,,,,,
1214082,Julian Fleming,WR,,FA,Julian Fleming,,,,,
1286480,Dominic Lovett,WR,,FA,Dominic Lovett,,,,,
1323916,J.Michael Sturdivant,WR,,FA,J.Michael Sturdivant,,,,,
1232572,Chris Tyree,WR,,FA,Chris Tyree,,,,,
1244207,Jalen Berger,RB,,FA,Jalen Berger,,,,,
1317230,Roman Hemby,RB,,FA,Roman Hemby,,,,,
1286521,Kaden Prather,WR,,FA,Kaden Prather,,,,,
1214876,Troy Omeire,WR,,FA,Troy Omeire,,,,,
1214733,Corey Rucker,WR,,FA,Corey Rucker,,,,,
1313642,Montrell Johnson Jr.,RB,,FA,Montrell Johnson Jr.,,,,,
1213478,DeaMonte Trayanum,RB,,FA,DeaMonte Trayanum,,,,,
1168733,Grant Gunnell,QB,,FA,Grant Gunnell,,,,,
1131681,Zach Heins,TE,,LAC,Zach Heins,,,,,
1181288,Payton Thorne,QB,,FA,Payton Thorne,,,,,
1508190,Alex Taylor,WR,,FA,Alex Taylor,,,,,
1315563,Bryson Nesbit,TE,,FA,Bryson Nesbit,,,,,
1110306,Tyler Shough,QB,,FA,Tyler Shough,,,,,
1231681,Jaden Walley,WR,,FA,Jaden Walley,,,,,
1108004,Brant Kuithe,TE,,FA,Brant Kuithe,,,,,
1286370,Jaylin Noel,WR,,FA,Jaylin Noel,,,,,
1213386,Brady Cook,QB,,FA,Brady Cook,,,,,
1213909,Demarkcus Bowman,RB,,FA,Demarkcus Bowman,,,,,
1161856,Austin Jones,RB,,WAS,Austin Jones,,,,,
913368,Miller Forristall,TE,,LAR,Miller Forristall,,,,,
1049246,Salvon Ahmed,RB,,MIA,Salvon Ahmed,,,,,
838318,Chris Myarick,RB,,FA,Chris Myarick,,,,,
1384869,Dareke Young,WR,,SEA,Dareke Young,,,,,
1052464,Blake Proehl,WR,,FA,Blake Proehl,,,,,
1049905,Alex Armah,RB,,FA,Alex Armah,,,,,
658389,Patrick Ricard,RB,,BAL,Patrick Ricard,,,,,
1065123,Ty Fryfogle,WR,,FA,Ty Fryfogle,,,,,
911236,Tyler Johnson,WR,,LAR,Tyler Johnson,,,,,
912596,Jalen Virgil,WR,,DEN,Jalen Virgil,,,,,
746244,Keith Kirkwood,WR,,BAL,Keith Kirkwood,,,,,
1059943,Spencer Brown,RB,,FA,Spencer Brown,,,,,
728265,Chris Streveler,QB,,FA,Chris Streveler,,,,,
234403,Matthew Slater,WR,,FA,Matthew Slater,,,,,
835674,Kendall Blanton,TE,,FA,Kendall Blanton,,,,,
1068872,Jake Tonges,TE,,SF,Jake Tonges,,,,,
1128527,Jermar Jefferson,RB,,DET,Jermar Jefferson,,,,,
922011,Tyrie Cleveland,WR,,IND,Tyrie Cleveland,,,,,
830084,Keelan Doss,WR,,LV,Keelan Doss,,,,,
865567,Tyron Billy-Johnson,WR,,DAL,Tyron Billy-Johnson,,,,,
591801,Chris Conley,WR,,SF,Chris Conley,,,,,
884044,Derrick Gore,RB,,FA,Derrick Gore,,,,,
693837,Jonathan Williams,RB,,FA,Jonathan Williams,,,,,
933537,J.J. Taylor,RB,,HOU,J.J. Taylor,,,,,
840531,Kevin Rader,TE,,FA,Kevin Rader,,,,,
1057457,Connor Heyward,TE,,PIT,Connor Heyward,,,,,
1142646,Shemar Bridges,WR,,FA,Shemar Bridges,,,,,
884553,Miles Boykin,WR,,NYG,Miles Boykin,,,,,
943843,Kenny Yeboah,TE,,NYJ,Kenny Yeboah,,,,,
912553,Jonathan Ward,RB,,PIT,Jonathan Ward,,,,,
465752,Brandon Bolden,RB,,FA,Brandon Bolden,,,,,
1176738,Jerrion Ealy,WR,,FA,Jerrion Ealy,,,,,
1056392,Lance McCutcheon,WR,,NYJ,Lance McCutcheon,,,,,
915397,C.J. Ham,RB,,MIN,C.J. Ham,,,,,
696112,Nate Sudfeld,QB,,DET,Nate Sudfeld,,,,,
1060550,Hunter Long,TE,,LAR,Hunter Long,,,,,
837087,Tom Kennedy,WR,,DET,Tom Kennedy,,,,,
836164,Trace McSorley,QB,,FA,Trace McSorley,,,,,
835845,Khari Blasingame,RB,,CHI,Khari Blasingame,,,,,
881708,Jesper Horsted,TE,,NO,Jesper Horsted,,,,,
1131214,Dax Milne,WR,,WAS,Dax Milne,,,,,
1191983,Tyreik McAllister,RB,,LV,Tyreik McAllister,,,,,
1166944,Malik Taylor,WR,,NYJ,Malik Taylor,,,,,
824541,Cam Sims,WR,,CAR,Cam Sims,,,,,
919285,Frank Darby,WR,,SF,Frank Darby,,,,,
1051044,Aaron Shampklin,RB,,PIT,Aaron Shampklin,,,,,
943093,Ian Thomas,TE,,CAR,Ian Thomas,,,,,
733849,Trent Taylor,WR,,SF,Trent Taylor,,,,,
1191979,Mike Strachan,WR,,CAR,Mike Strachan,,,,,
703015,Dare Ogunbowale,RB,,HOU,Dare Ogunbowale,265,RB81,HOU,0,14
880123,Lawrence Cager,TE,,NYG,Lawrence Cager,,,,,
951485,Kawaan Baker,WR,,NE,Kawaan Baker,,,,,
1120915,Erik Ezukanma,WR,,MIA,Erik Ezukanma,,,,,
741447,Tim Boyle,QB,,HOU,Tim Boyle,,,,,
837820,Dante Pettis,WR,,CHI,Dante Pettis,,,,,
944379,Avery Williams,RB,,ATL,Avery Williams,,,,,
919456,Trevon Wesco,TE,,FA,Trevon Wesco,,,,,
910808,Stephen Sullivan,TE,,CAR,Stephen Sullivan,,,,,
824428,Andrew Beck,RB,,HOU,Andrew Beck,,,,,
1166036,Ashton Dulin,WR,,IND,Ashton Dulin,,,,,
944636,Armani Rogers,TE,,WAS,Armani Rogers,,,,,
694931,Eric Saubert,TE,,SF,Eric Saubert,,,,,
836140,Jason Cabinda,RB,,FA,Jason Cabinda,,,,,
915030,Darrynton Evans,RB,,BUF,Darrynton Evans,,,,,
910377,Feleipe Franks,TE,,CAR,Feleipe Franks,,,,,
978127,Matt Bushman,TE,,FA,Matt Bushman,,,,,
974492,Kellen Mond,QB,,FA,Kellen Mond,,,,,
914812,Demetric Felton,RB,,CHI,Demetric Felton,,,,,
922451,Brittain Brown,RB,,LV,Brittain Brown,,,,,
883312,Irvin Charles,WR,,NYJ,Irvin Charles,,,,,
880022,Kirk Merritt,WR,,FA,Kirk Merritt,,,,,
886243,Maurice Alexander,WR,,DET,Maurice Alexander,,,,,
884350,Scotty Washington,TE,,BAL,Scotty Washington,,,,,
1069366,Zander Horvath,RB,,NO,Zander Horvath,,,,,
913829,Skylar Thompson,QB,,MIA,Skylar Thompson,,,,,
919462,Jalen Camp,WR,,CLE,Jalen Camp,,,,,
878911,Andy Isabella,WR,,BUF,Andy Isabella,,,,,
880322,Alec Ingold,RB,,MIA,Alec Ingold,,,,,
976983,Kalil Pimpleton,WR,,FA,Kalil Pimpleton,,,,,
946261,Tanner Conner,TE,,MIA,Tanner Conner,,,,,
1056865,Stone Smartt,TE,,LAC,Stone Smartt,,,,,
1058648,Charlie Kolar,TE,,BAL,Charlie Kolar,,,,,
946008,Devin Asiasi,TE,,FA,Devin Asiasi,,,,,
836094,Tommy Sweeney,TE,,CHI,Tommy Sweeney,,,,,
820423,Will Grier,QB,,PHI,Will Grier,,,,,
1161426,Makai Polk,WR,,FA,Makai Polk,,,,,
1167484,Jody Fortson Jr.,TE,,MIA,Jody Fortson Jr.,,,,,
1059221,Ihmir Smith-Marsette,WR,,CAR,Ihmir Smith-Marsette,,,,,
752665,Ross Dwelley,TE,,ATL,Ross Dwelley,,,,,
882718,Britain Covey,WR,,PHI,Britain Covey,,,,,
542871,Blake Bell,TE,,FA,Blake Bell,,,,,
946092,Ian Book,QB,,KC,Ian Book,,,,,
741292,Greg Ward,WR,,FA,Greg Ward,,,,,
875523,Kristian Wilkerson,WR,,LV,Kristian Wilkerson,,,,,
1049888,Nathan Rourke,QB,,FA,Nathan Rourke,,,,,
842181,Mike Boone,RB,,CAR,Mike Boone,,,,,
865895,Myles Gaskin,RB,,MIN,Myles Gaskin,,,,,
910463,Freddie Swain,WR,,CHI,Freddie Swain,,,,,
888731,Ben Ellefson,TE,,FA,Ben Ellefson,,,,,
833514,Cody Thompson,WR,,TB,Cody Thompson,,,,,
823811,Nick Bawden,RB,,FA,Nick Bawden,,,,,
821297,David Blough,QB,,FA,David Blough,,,,,
1129405,Anthony Schwartz,WR,,MIA,Anthony Schwartz,,,,,
612512,DeAndre Carter,WR,,CHI,DeAndre Carter,,,,,
926280,Dee Eskridge,WR,,SEA,Dee Eskridge,,,,,
1062546,Tylan Wallace,WR,,BAL,Tylan Wallace,,,,,
924381,Kendric Pryor,WR,,CIN,Kendric Pryor,,,,,
884601,Equanimeous St. Brown,WR,,NO,Equanimeous St. Brown,,,,,
866086,Kendall Hinton,WR,,FA,Kendall Hinton,,,,,
1058693,Caleb Huntley,RB,,FA,Caleb Huntley,,,,,
1165782,Trinity Benson,WR,,FA,Trinity Benson,,,,,
1384962,Jared Bernhardt,WR,,FA,Jared Bernhardt,,,,,
1131017,John FitzPatrick,TE,,ATL,John FitzPatrick,,,,,
1066889,John Lovett,RB,,FA,John Lovett,,,,,
749136,Anthony Miller,WR,,FA,Anthony Miller,,,,,
1107561,Greg Bell,RB,,FA,Greg Bell,,,,,
1166235,Sincere McCormick,RB,,LV,Sincere McCormick,,,,,
920072,Damarea Crockett,RB,,FA,Damarea Crockett,,,,,
1123521,Tanner McKee,QB,,PHI,Tanner McKee,,,,,
1067089,Sean Clifford,QB,,GB,Sean Clifford,,,,,
1162793,Max Duggan,QB,,LAC,Max Duggan,,,,,
1125589,Brayden Willis,TE,,SF,Brayden Willis,,,,,
877596,Steven Sims,WR,,HOU,Steven Sims,,,,,
923814,DJ Turner,WR,,LV,DJ Turner,,,,,
695408,C.J. Board,WR,,NE,C.J. Board,,,,,
1068735,Stanley Berryhill,WR,,TBD,Stanley Berryhill,,,,,
554431,Eric Tomlinson,TE,,IND,Eric Tomlinson,,,,,
214197,Marcedes Lewis,TE,,CHI,Marcedes Lewis,,,,,
885394,Mitchell Wilcox,TE,,NE,Mitchell Wilcox,,,,,
606530,Derek Watt,RB,,FA,Derek Watt,,,,,
866174,Tyler Davis,TE,,GB,Tyler Davis,,,,,
386116,Taiwan Jones,RB,,FA,Taiwan Jones,,,,,
823041,Sony Michel,RB,,FA,Sony Michel,,,,,
498760,Rex Burkhead,RB,,FA,Rex Burkhead,,,,,
830844,Justin Jackson,RB,,FA,Justin Jackson,,,,,
607660,Stephen Anderson,TE,,FA,Stephen Anderson,,,,,
458093,A.J. Green,WR,,FA,A.J. Green,,,,,
216263,Matt Ryan,QB,,FA,Matt Ryan,,,,,
913826,Byron Pringle,WR,,FA,Byron Pringle,,,,,
552926,Cameron Brate,TE,,FA,Cameron Brate,,,,,
552586,MyCole Pruitt,TE,,PIT,MyCole Pruitt,,,,,
767297,Anthony Firkser,TE,,NYJ,Anthony Firkser,,,,,
1053627,Dan Arnold,TE,,FA,Dan Arnold,,,,,
465129,Ryan Griffin,TE,,FA,Ryan Griffin,,,,,
694015,Mike Davis,RB,,FA,Mike Davis,,,,,
878935,Penny Hart,WR,,FA,Penny Hart,,,,,
835086,Mike Thomas,WR,,FA,Mike Thomas,,,,,
822038,Darrel Williams,RB,,FA,Darrel Williams,,,,,
694588,Kenyan Drake,RB,,FA,Kenyan Drake,,,,,
697295,Kenny Golladay,WR,,FA,Kenny Golladay,,,,,
714230,Dwayne Washington,RB,,FA,Dwayne Washington,,,,,
