ID,Name,DraftKings_Position,DraftKings_ADP,DraftKings_Team,Mapped Name,ESPN_Rank,ESPN_Positional_Rank,Team,ESPN_Salary_Cap_Value,Bye Week
606516,Melvin Gordon III,RB,,FA,Melvin Gordon III,,,,,
465949,Randall Cobb,WR,,FA,Randall Cobb,,,,,
469472,Kyle Rudolph,TE,,FA,Kyle Rudolph,,,,,
558619,Jake Kumerow,WR,,FA,Jake Kumerow,,,,,
602118,Sammy Watkins,WR,,FA,Sammy Watkins,,,,,
742451,Godwin Igwebuike,RB,,FA,Godwin Igwebuike,,,,,
821729,Dontrell Hilliard,RB,,FA,Dontrell Hilliard,,,,,
300173,DeSean Jackson,WR,,FA,DeSean Jackson,,,,,
691348,Marcus Johnson,WR,,FA,Marcus Johnson,,,,,
546076,Giovani Bernard,RB,,FA,Giovani Bernard,,,,,
589991,Jarvis Landry,WR,,FA,Jarvis Landry,,,,,
460830,Cole Beasley,WR,,FA,Cole Beasley,,,,,
456614,Julio Jones,WR,,FA,Julio Jones,,,,,
748554,Laquon Treadwell,WR,,IND,Laquon Treadwell,,,,,
592268,Tyler Kroft,TE,,FA,Tyler Kroft,,,,,
592195,Teddy Bridgewater,QB,,FA,Teddy Bridgewater,,,,,
741322,Rashard Higgins,WR,,FA,Rashard Higgins,,,,,
692334,J.P. Holtz,TE,,FA,J.P. Holtz,,,,,
608353,J.D. McKissic,RB,,FA,J.D. McKissic,,,,,
747861,Phillip Lindsay,RB,,FA,Phillip Lindsay,,,,,
910431,N'Keal Harry,WR,,MIN,N'Keal Harry,,,,,
835830,Cullen Gillaspia,RB,,FA,Cullen Gillaspia,,,,,
696080,Tevin Coleman,RB,,FA,Tevin Coleman,,,,,
652808,Breshad Perriman,WR,,FA,Breshad Perriman,,,,,
728274,Cethan Carter,TE,,FA,Cethan Carter,,,,,
329031,Andre Roberts,WR,,FA,Andre Roberts,,,,,
976645,Tory Carter,RB,,FA,Tory Carter,,,,,
552409,David Johnson,RB,,FA,David Johnson,,,,,
835437,James Washington,WR,,ATL,James Washington,,,,,
604724,Malcolm Brown,RB,,FA,Malcolm Brown,,,,,
886392,Jacob Harris,WR,,PHI,Jacob Harris,,,,,
608753,Nick Boyle,TE,,FA,Nick Boyle,,,,,
840760,Marlon Mack,RB,,FA,Marlon Mack,,,,,
606488,Nick Vannett,TE,,TEN,Nick Vannett,,,,,
1075216,Trenton Cannon,RB,,FA,Trenton Cannon,,,,,
924946,Antoine Wesley,WR,,FA,Antoine Wesley,,,,,
916610,Brandon Zylstra,WR,,FA,Brandon Zylstra,,,,,
651658,Maxx Williams,TE,,FA,Maxx Williams,,,,,
652019,Jesse James,TE,,FA,Jesse James,,,,,
503496,Josh Gordon,WR,,FA,Josh Gordon,,,,,
607699,Richard Rodgers,TE,,FA,Richard Rodgers,,,,,
747895,Darrell Daniels,TE,,FA,Darrell Daniels,,,,,
691283,Damien Williams,RB,,FA,Damien Williams,,,,,
295918,Jimmy Graham,TE,,FA,Jimmy Graham,,,,,
696881,Cody Hollister,WR,,FA,Cody Hollister,,,,,
703203,Garrett Griffin,TE,,FA,Garrett Griffin,,,,,
837594,Jeremy McNichols,RB,,WAS,Jeremy McNichols,,,,,
920482,Michael Bandy,WR,,DEN,Michael Bandy,,,,,
836079,Juwann Winfree,WR,,IND,Juwann Winfree,,,,,
696882,Jacob Hollister,TE,,FA,Jacob Hollister,,,,,
728038,Kevin White,WR,,FA,Kevin White,,,,,
468655,T.Y. Hilton,WR,,FA,T.Y. Hilton,,,,,
744595,Pharoh Cooper,WR,,FA,Pharoh Cooper,,,,,
546184,Trevor Siemian,QB,,FA,Trevor Siemian,,,,,
882929,Keke Coutee,WR,,FA,Keke Coutee,,,,,
851225,Sammis Reyes,TE,,MIN,Sammis Reyes,,,,,
694629,Colin Thompson,TE,,FA,Colin Thompson,,,,,
750802,Jordan Howard,RB,,FA,Jordan Howard,,,,,
924362,Quintez Cephus,WR,,HOU,Quintez Cephus,,,,,
604390,Brandon Allen,QB,,SF,Brandon Allen,,,,,
866115,Devine Ozigbo,RB,,FA,Devine Ozigbo,,,,,
749205,Jordan Wilkins,RB,,FA,Jordan Wilkins,,,,,
1166990,Jason Moore,WR,,FA,Jason Moore,,,,,
1073153,Kylin Hill,RB,,FA,Kylin Hill,,,,,
691583,Duke Johnson,RB,,FA,Duke Johnson,,,,,
273278,Josh Johnson,QB,,BAL,Josh Johnson,,,,,
820720,Daniel Helm,TE,,FA,Daniel Helm,,,,,
865649,Bryce Perkins,QB,,FA,Bryce Perkins,,,,,
300101,Chase Daniel,QB,,FA,Chase Daniel,,,,,
830860,Reggie Bonnafon,RB,,FA,Reggie Bonnafon,,,,,
879955,Jared Pinkney,TE,,FA,Jared Pinkney,,,,,
865636,Tommy Hudson,TE,,NO,Tommy Hudson,,,,,
888484,J.J. Koski,WR,,FA,J.J. Koski,,,,,
733638,Davis Webb,QB,,FA,Davis Webb,,,,,
867047,Jacques Patrick,RB,,FA,Jacques Patrick,,,,,
911713,Antonio Williams,RB,,FA,Antonio Williams,,,,,
1063397,D.J. Montgomery,WR,,IND,D.J. Montgomery,,,,,
910379,Josh Hammond,WR,,FA,Josh Hammond,,,,,
728964,Tanner Gentry,WR,,FA,Tanner Gentry,,,,,
946594,Binjimen Victor,WR,,FA,Binjimen Victor,,,,,
1065845,D'vonte Price,RB,,FA,D'vonte Price,,,,,
749590,Victor Bolden,WR,,FA,Victor Bolden,,,,,
887367,Reid Sinnett,QB,,FA,Reid Sinnett,,,,,
867754,Deon Cain,WR,,FA,Deon Cain,,,,,
976657,Jontre Kirklin,WR,,FA,Jontre Kirklin,,,,,
977908,Abram Smith,RB,,FA,Abram Smith,,,,,
1108841,Darwin Thompson,RB,,FA,Darwin Thompson,,,,,
882436,Michael Jacobson,TE,,NO,Michael Jacobson,,,,,
877598,Jace Sternberger,TE,,FA,Jace Sternberger,,,,,
1049915,David Moore,WR,,CAR,David Moore,,,,,
822031,Trey Quinn,WR,,FA,Trey Quinn,,,,,
1446477,Jalen Sample,WR,,FA,Jalen Sample,,,,,
1123525,Brycen Tremayne,WR,,WAS,Brycen Tremayne,,,,,
1128075,Kazmeir Allen,WR,,WAS,Kazmeir Allen,,,,,
1137635,Xavier Smith,WR,,LAR,Xavier Smith,,,,,
1446480,Keilahn Harris,WR,,FA,Keilahn Harris,,,,,
1171870,Tyler Hudson,WR,,FA,Tyler Hudson,,,,,
1214316,Duece Watts,WR,,PIT,Duece Watts,,,,,
1121827,Daniel Arias,WR,,ARI,Daniel Arias,,,,,
1231559,Malik Heath,WR,,GB,Malik Heath,,,,,
1446481,Zay Malone,WR,,FA,Zay Malone,,,,,
1062352,Justin Marshall,WR,,FA,Justin Marshall,,,,,
1229022,Zion Bowens,WR,,FA,Zion Bowens,,,,,
1215305,Mitchell Tinsley,WR,,WAS,Mitchell Tinsley,,,,,
1060645,Thayer Thomas,WR,,MIN,Thayer Thomas,,,,,
1128305,Antoine Green,WR,,DET,Antoine Green,,,,,
1052852,Colton Dowell,WR,,TEN,Colton Dowell,,,,,
1323751,Grant DuBose,WR,,GB,Grant DuBose,,,,,
976809,Elijah Cooks,WR,,JAX,Elijah Cooks,,,,,
1074714,Oliver Martin,WR,,FA,Oliver Martin,,,,,
1129513,Malik Knowles,WR,,MIN,Malik Knowles,,,,,
1061795,Malik Flowers,WR,,FA,Malik Flowers,,,,,
1109731,Blake Whiteheart,TE,,ARI,Blake Whiteheart,,,,,
1181975,Christian Sims,TE,,FA,Christian Sims,,,,,
1126032,Camren McDonald,TE,,FA,Camren McDonald,,,,,
1125739,Cameron Latu,TE,,SF,Cameron Latu,,,,,
1123364,Joel Wilson,TE,,GB,Joel Wilson,,,,,
976459,Tanner Morgan,QB,,FA,Tanner Morgan,,,,,
1052860,Dresser Winn,QB,,LAR,Dresser Winn,,,,,
1122649,Henry Pearson,RB,,FA,Henry Pearson,,,,,
1113490,Jack Colletto,RB,,PIT,Jack Colletto,,,,,
1058751,Khalan Laborn,RB,,FA,Khalan Laborn,,,,,
1231079,Jason Brownlee,WR,,NYJ,Jason Brownlee,,,,,
1123630,Julian Hill,TE,,MIA,Julian Hill,,,,,
508649,AJ McCarron,QB,,FA,AJ McCarron,,,,,
824864,Alex McGough,QB,,FA,Alex McGough,,,,,
1058744,James Blackman,QB,,FA,James Blackman,,,,,
1107584,Adrian Martinez,QB,,NYJ,Adrian Martinez,,,,,
1107060,Holton Ahlers,QB,,FA,Holton Ahlers,,,,,
976797,Jordan Mims,RB,,NO,Jordan Mims,,,,,
756928,Tarik Cohen,RB,,NYJ,Tarik Cohen,,,,,
1049797,Owen Wright,RB,,BAL,Owen Wright,,,,,
1067309,Zavier Scott,RB,,IND,Zavier Scott,,,,,
1214921,Ellis Merriweather,RB,,GB,Ellis Merriweather,,,,,
1121069,Hassan Hall,RB,,FA,Hassan Hall,,,,,
976450,Mohamed Ibrahim,RB,,FA,Mohamed Ibrahim,,,,,
1064343,Tyler Hoosman,RB,,FA,Tyler Hoosman,,,,,
1110307,Travis Dye,RB,,FA,Travis Dye,,,,,
1190024,Darius Hagans,RB,,FA,Darius Hagans,,,,,
1119185,Camerun Peoples,RB,,FA,Camerun Peoples,,,,,
1447767,Ronnie Brown,RB,,FA,Ronnie Brown,,,,,
912631,CJ Marable,RB,,FA,CJ Marable,,,,,
976305,Robert Burns,RB,,ATL,Robert Burns,,,,,
1062845,Xazavian Valladay,RB,,NYJ,Xazavian Valladay,,,,,
912319,Mathew Sexton,WR,,FA,Mathew Sexton,,,,,
881670,Lucky Jackson,WR,,MIN,Lucky Jackson,,,,,
1107867,Sean Ryan,WR,,BAL,Sean Ryan,,,,,
1049381,Thyrick Pitts,WR,,FA,Thyrick Pitts,,,,,
1386002,Kaden Davis,WR,,DET,Kaden Davis,,,,,
1170916,Jalen Cropper,WR,,DAL,Jalen Cropper,,,,,
1118734,David Durden,WR,,DAL,David Durden,,,,,
1118668,Ryan Miller,WR,,TB,Ryan Miller,,,,,
891229,Davion Davis,WR,,WAS,Davion Davis,,,,,
1125555,Chase Cota,WR,,NYG,Chase Cota,,,,,
1120937,Bryce Ford-Wheaton,WR,,NYG,Bryce Ford-Wheaton,,,,,
1122985,Jacob Copeland,WR,,PIT,Jacob Copeland,,,,,
1049552,Griffin Hebert,WR,,PHI,Griffin Hebert,,,,,
1161677,Joseph Ngata,WR,,PHI,Joseph Ngata,,,,,
1117789,T.J. Luther,WR,,FA,T.J. Luther,,,,,
1060276,Daewood Davis,WR,,FA,Daewood Davis,,,,,
879953,Isaiah Zuber,WR,,FA,Isaiah Zuber,,,,,
1069783,Matt Landers,WR,,CLE,Matt Landers,,,,,
1054872,Isaiah Winstead,WR,,FA,Isaiah Winstead,,,,,
1108534,Dylan Drummond,WR,,ATL,Dylan Drummond,,,,,
877654,Gary Jennings,WR,,FA,Gary Jennings,,,,,
744883,Marcell Ateman,WR,,FA,Marcell Ateman,,,,,
1121046,Juwan Green,WR,,FA,Juwan Green,,,,,
946014,Kekoa Crawford,WR,,FA,Kekoa Crawford,,,,,
1124187,Jose Barbon,WR,,FA,Jose Barbon,,,,,
1058767,Pokey Wilson,WR,,FA,Pokey Wilson,,,,,
976505,Kade Warner,WR,,FA,Kade Warner,,,,,
1051024,Tyler Adams,WR,,FA,Tyler Adams,,,,,
1059121,Kody Case,WR,,FA,Kody Case,,,,,
1109410,Aron Cruickshank,WR,,FA,Aron Cruickshank,,,,,
1066879,Gavin Holmes,WR,,FA,Gavin Holmes,,,,,
747866,Devin Ross,WR,,FA,Devin Ross,,,,,
976790,Chris Coleman,WR,,FA,Chris Coleman,,,,,
1067478,Jalen Wayne,WR,,GB,Jalen Wayne,,,,,
1113206,Taye Barber,WR,,FA,Taye Barber,,,,,
1162603,Jadon Haselwood,WR,,FA,Jadon Haselwood,,,,,
1216596,Johnny King,WR,,FA,Johnny King,,,,,
1123360,Ty Scott,WR,,SEA,Ty Scott,,,,,
1128933,Taylor Grimes,WR,,FA,Taylor Grimes,,,,,
976490,Tyjon Lindsey,WR,,FA,Tyjon Lindsey,,,,,
1052316,Bryan Thompson,WR,,BUF,Bryan Thompson,,,,,
1114364,Shedrick Jackson,WR,,CIN,Shedrick Jackson,,,,,
911710,Austin Mack,WR,,ATL,Austin Mack,,,,,
1120347,Chris Blair,WR,,ATL,Chris Blair,,,,,
1176733,Jared Wayne,WR,,FA,Jared Wayne,,,,,
1064955,Brady Russell,TE,,SEA,Brady Russell,,,,,
1122847,Jordan Murray,TE,,IND,Jordan Murray,,,,,
1054203,John Samuel Shenker,TE,,LV,John Samuel Shenker,,,,,
1059585,Princeton Fant,TE,,DAL,Princeton Fant,,,,,
1060890,Tanner Taula,TE,,TB,Tanner Taula,,,,,
1120247,Izaiah Gathings,TE,,KC,Izaiah Gathings,,,,,
1051781,E.J. Jenkins,TE,,PHI,E.J. Jenkins,,,,,
882309,La'Michael Pettway,TE,,NE,La'Michael Pettway,,,,,
912698,Josh Pederson,TE,,JAX,Josh Pederson,,,,,
1062016,Ryan Jones,TE,,FA,Ryan Jones,,,,,
1128086,Michael Ezeike,TE,,FA,Michael Ezeike,,,,,
946018,Nick Eubanks,TE,,FA,Nick Eubanks,,,,,
1122107,Thomas Greaney,TE,,FA,Thomas Greaney,,,,,
1067876,Noah Gindorff,TE,,FA,Noah Gindorff,,,,,
976731,Sal Cannella,TE,,TB,Sal Cannella,,,,,
881697,Stephen Carlson,TE,,CHI,Stephen Carlson,,,,,
1110686,Kearis Jackson,WR,,TEN,Kearis Jackson,,,,,
1214318,Michael Pratt,QB,,GB,Michael Pratt,,,,,
1169424,Jha'Quan Jackson,WR,,TEN,Jha'Quan Jackson,,,,,
1109711,Sam Hartman,QB,,WAS,Sam Hartman,,,,,
1229489,Tip Reiman,TE,,ARI,Tip Reiman,,,,,
1108202,Brevyn Spann-Ford,TE,,DAL,Brevyn Spann-Ford,,,,,
1231735,Tulu Griffin,WR,,LV,Tulu Griffin,,,,,
1178557,Joshua Cephus,WR,,JAX,Joshua Cephus,,,,,
880033,Ronald Jones II,RB,,FA,Ronald Jones II,,,,,
791008,Keelan Cole Sr.,WR,,FA,Keelan Cole Sr.,,,,,
866112,Stanley Morgan Jr.,WR,,NO,Stanley Morgan Jr.,,,,,
598969,Ty Montgomery II,RB,,FA,Ty Montgomery II,,,,,
1166480,Lew Nichols,RB,,PHI,Lew Nichols,,,,,
1060285,Johnny Johnson III,WR,,HOU,Johnny Johnson III,,,,,
948705,Rodney Williams,TE,,PIT,Rodney Williams,,,,,
1055088,Reggie Roberson Jr.,WR,,FA,Reggie Roberson Jr.,,,,,
1173430,Kaylon Geiger Sr.,WR,,FA,Kaylon Geiger Sr.,,,,,
1130526,Kevin Austin Jr.,WR,,NO,Kevin Austin Jr.,,,,,
1066286,B.J. Baylor,RB,,ATL,B.J. Baylor,,,,,
976428,Anthony McFarland Jr.,RB,,FA,Anthony McFarland Jr.,,,,,
1071826,Lynn Bowden Jr.,WR,,FA,Lynn Bowden Jr.,,,,,
1051985,Mike Harley Jr.,WR,,FA,Mike Harley Jr.,,,,,
866578,Scotty Miller,WR,,PIT,Scotty Miller,,,,,
1057673,Larry Rountree III,RB,,FA,Larry Rountree III,,,,,
920062,Benny Snell Jr.,RB,,FA,Benny Snell Jr.,,,,,
300580,Andrew DePaola,TE,,MIN,Andrew DePaola,,,,,
606799,Zach Wood,TE,,NO,Zach Wood,,,,,
456613,Mark Ingram II,RB,,FA,Mark Ingram II,,,,,
216309,Clark Harris,TE,,FA,Clark Harris,,,,,
1056649,Jack Coco,TE,,FA,Jack Coco,,,,,
591586,Willie Snead IV,WR,,FA,Willie Snead IV,,,,,
1061591,Cal Adomitis,TE,,CIN,Cal Adomitis,,,,,
975827,Easop Winston Jr.,WR,,SEA,Easop Winston Jr.,,,,,
1056554,Roger Carter Jr.,TE,,FA,Roger Carter Jr.,,,,,
1184077,Shaquan Davis,WR,,PHI,Shaquan Davis,,,,,
1066417,Cephus Johnson III,WR,,TB,Cephus Johnson III,,,,,
1057725,Carlos Washington Jr.,RB,,ATL,Carlos Washington Jr.,,,,,
1120925,SaRodorick Thompson Jr.,RB,,FA,SaRodorick Thompson Jr.,,,,,
1113487,John Stephens Jr.,WR,,DAL,John Stephens Jr.,,,,,
1109627,Austin Watkins Jr.,WR,,PHI,Austin Watkins Jr.,,,,,
1126303,Dontay Demus Jr.,WR,,FA,Dontay Demus Jr.,,,,,
1054923,Chris Pierce Jr.,TE,,FA,Chris Pierce Jr.,,,,,
1120499,Evan Deckers,TE,,TB,Evan Deckers,,,,,
943664,Branden Mack,WR,,FA,Branden Mack,,,,,
1229503,AJ Barner,TE,,SEA,AJ Barner,,,,,
1122502,Devin Leary,QB,,BAL,Devin Leary,,,,,
1108526,Thomas Odukoya,TE,,TEN,Thomas Odukoya,,,,,
1126013,Tre'Shaun Harrison,WR,,TEN,Tre'Shaun Harrison,,,,,
1315586,Tejhaun Palmer,WR,,ARI,Tejhaun Palmer,,,,,
1107536,Devin Culp,TE,,TB,Devin Culp,,,,,
1172173,Keilan Robinson,RB,,JAX,Keilan Robinson,,,,,
1446717,Patrick Murtagh,TE,,JAX,Patrick Murtagh,,,,,
1462491,JaQuae Jackson,WR,,NE,JaQuae Jackson,,,,,
1186796,Isaiah Wooden,WR,,FA,Isaiah Wooden,,,,,
1125063,John Paddock,QB,,ATL,John Paddock,,,,,
1215974,Chris Collier,RB,,BAL,Chris Collier,,,,,
1172969,Dayton Wade,WR,,BAL,Dayton Wade,,,,,
1149190,Riley Sharp,TE,,BAL,Riley Sharp,,,,,
1176218,Tayvion Robinson,WR,,CAR,Tayvion Robinson,,,,,
1136395,Xavier Johnson,WR,,BUF,Xavier Johnson,,,,,
1130538,Lawrence Keys III,WR,,BUF,Lawrence Keys III,,,,,
1120490,Sam Pinckney,WR,,FA,Sam Pinckney,,,,,
1218753,Jalen Coker,WR,,CAR,Jalen Coker,,,,,
1106854,Jack Plummer,QB,,CAR,Jack Plummer,,,,,
1175504,Ian Wheeler,RB,,CHI,Ian Wheeler,,,,,
1123102,Austin Reed,QB,,CHI,Austin Reed,,,,,
1057461,Rocky Lombardi,QB,,CIN,Rocky Lombardi,,,,,
1214220,Cole Burgess,WR,,FA,Cole Burgess,,,,,
1121156,Alec Holler,TE,,DAL,Alec Holler,,,,,
1120135,Cam Johnson,WR,,DAL,Cam Johnson,,,,,
1167009,Corey Crooms Jr.,WR,,DAL,Corey Crooms Jr.,,,,,
1107326,Thomas Yassmin,TE,,DEN,Thomas Yassmin,,,,,
1173128,Jalon Calhoun,WR,,DET,Jalon Calhoun,,,,,
1178413,Isaac Rex,TE,,FA,Isaac Rex,,,,,
1176432,Isaiah Williams,WR,,DET,Isaiah Williams,,,,,
1125087,Jarveon Howard,RB,,GB,Jarveon Howard,,,,,
1124355,Messiah Swinson,TE,,GB,Messiah Swinson,,,,,
1131687,Jaxon Janke,WR,,FA,Jaxon Janke,,,,,
1131686,Jadon Janke,WR,,HOU,Jadon Janke,,,,,
1128295,British Brooks,RB,,HOU,British Brooks,,,,,
1122507,Trent Pennix,TE,,IND,Trent Pennix,,,,,
1118722,Jason Bean,QB,,IND,Jason Bean,,,,,
1178347,Xavier White,WR,,FA,Xavier White,,,,,
1161818,Kedon Slovis,QB,,IND,Kedon Slovis,,,,,
1130007,Jalen Jackson,RB,,JAX,Jalen Jackson,,,,,
1399812,David White Jr.,WR,,JAX,David White Jr.,,,,,
1392077,Brevin Easton,WR,,JAX,Brevin Easton,,,,,
1106992,Lorenzo Lingard,RB,,JAX,Lorenzo Lingard,,,,,
1111498,Reggie Brown,WR,,FA,Reggie Brown,,,,,
1129496,Phillip Brooks,WR,,KC,Phillip Brooks,,,,,
1163134,Baylor Cupp,TE,,KC,Baylor Cupp,,,,,
1125632,Carter Bradley,QB,,LV,Carter Bradley,,,,,
1167079,Jeff Foreman,WR,,LV,Jeff Foreman,,,,,
1161816,Ramel Keyton,WR,,LV,Ramel Keyton,,,,,
1131023,Jaylen Johnson,WR,,LAC,Jaylen Johnson,,,,,
1122587,Jaelen Gill,WR,,LAC,Jaelen Gill,,,,,
1110873,Casey Bauman,QB,,LAC,Casey Bauman,,,,,
1443386,Leon Johnson,WR,,LAC,Leon Johnson,,,,,
1175819,Luke Benson,TE,,LAC,Luke Benson,,,,,
1180363,Neal Johnson,TE,,LAR,Neal Johnson,,,,,
1182096,Gavin Hardison,QB,,FA,Gavin Hardison,,,,,
1180294,Hayden Rucci,TE,,MIA,Hayden Rucci,,,,,
1182640,Ty James,WR,,MIN,Ty James,,,,,
1168768,Devron Harper,WR,,FA,Devron Harper,,,,,
1106382,Jeshaun Jones,WR,,MIN,Jeshaun Jones,,,,,
1161082,Trey Knox,TE,,MIN,Trey Knox,,,,,
1113457,Jacob Warren,TE,,NE,Jacob Warren,,,,,
1105868,Deshaun Fenwick,RB,,NE,Deshaun Fenwick,,,,,
1274459,Jermaine Jackson,WR,,NO,Jermaine Jackson,,,,,
1168960,Ayir Asante,WR,,NYG,Ayir Asante,,,,,
1478205,John Jiles,WR,,NYG,John Jiles,,,,,
1129719,Talik Keaton,WR,,FA,Talik Keaton,,,,,
1127066,McCallan Castles,TE,,PHI,McCallan Castles,,,,,
1176792,John Rhys Plumlee,QB,,PIT,John Rhys Plumlee,,,,,
1125607,Tanner Mordecai,QB,,SF,Tanner Mordecai,,,,,
1121863,Jack Westover,TE,,SEA,Jack Westover,,,,,
1130621,Chevan Cordeiro,QB,,FA,Chevan Cordeiro,,,,,
1107298,Zack Annexstad,QB,,TB,Zack Annexstad,,,,,
1161897,D.J. Williams,RB,,TB,D.J. Williams,,,,,
1118329,Steven Stilianos,TE,,TEN,Steven Stilianos,,,,,
1060861,Jacob Kibodi,RB,,NO,Jacob Kibodi,,,,,
1509800,Kyle Sheets,WR,,KC,Kyle Sheets,,,,,
1232898,Jabari Small,RB,,TEN,Jabari Small,,,,,
1276671,Jaden Shirden,RB,,CAR,Jaden Shirden,,,,,
820517,Jalen Hurd,WR,,FA,Jalen Hurd,,,,,
945641,Tre Nixon,WR,,FA,Tre Nixon,,,,,
605325,Jakeem Grant Sr.,WR,,FA,Jakeem Grant Sr.,,,,,
494493,Matt Barkley,QB,,FA,Matt Barkley,,,,,
927353,Drew Plitt,QB,,FA,Drew Plitt,,,,,
695199,Jaydon Mickens,WR,,FA,Jaydon Mickens,,,,,
742474,Troy Fumagalli,TE,,FA,Troy Fumagalli,,,,,
877073,Jaylon Moore,WR,,FA,Jaylon Moore,,,,,
1115470,Johnny Lumpkin,TE,,FA,Johnny Lumpkin,,,,,
